fec_id,crp_id,crp_candidate_name,gender,party,crpico,office,race,opponent_name,opponent_fecid,crp_current_candidate,crp_cyclecand,crp_primary_results,last_name,first_name,middle_name,suffix,nickname,vs_candname,vs_filename,face_url,vs_canddetails,vs_filesize,birthday,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
H8FL01107,N00041323,Phil Ehr,M,D,C,FL01,House,"['Bert Oram', 'Matt Gaetz']","['H0FL01153', 'H6FL01119']",Y,Y,W,Phil,Ehr,,,,Phil Ehr,USH_FL_PHIL_EHR.jpg,https://static.votesmart.org/static/canphoto/182249.jpg,"
                Phil Ehr

                (Lost)

                Democratic
",5970.0,,,,,,,,,,,,,,,,,,,,,
S0IA00176,N00041334,Theresa Greenfield,F,D,C,IAS2,Senate,"['Joni Ernst', 'Rick Stewart', 'Suzanne Herzog']","['S4IA00129', 'S4IA00194', 'S0IA00184']",Y,Y,W,Theresa,Greenfield,,,,Theresa Greenfield,USS_IA_THERESA_GREENFIELD.jpg,https://static.votesmart.org/static/canphoto/189932.jpg,"
                Theresa Greenfield

                (Lost)

                Democratic
",5051.0,,,,,,,,,,,,,,,,,,,,,
H8ID01124,N00041335,Russ Fulcher,M,R,I,ID01,House,"['Joseph Evans', 'Nicholas Jones', 'Rudy Soto']","['H0ID01295', 'H0ID01303', 'H0ID01311']",Y,Y,,Russ,Fulcher,,,,Russ Fulcher,USH_ID_RUSS_FULCHER.jpg,https://static.votesmart.org/static/canphoto/33091.jpg,"
                Russ Fulcher

                (Won)

                Republican
",6391.0,7/19/73,https://fulcher.house.gov,1520 Longworth House Office Building Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,,,,F000469,,N00041335,,,412773.0,33091.0,Russ Fulcher,,21920.0,Russ Fulcher
H8IL06139,N00041338,Sean Casten,M,D,I,IL06,House,['Jeanne Ives'],['H0IL06060'],Y,Y,W,Sean,Casten,,,,Sean Casten,USH_IL_SEAN_CASTEN.jpg,https://static.votesmart.org/static/canphoto/176982.jpg,"
                Sean Casten

                (Won)

                Democratic
",5771.0,11/23/71,https://casten.house.gov,2440 Rayburn House Office Building Washington DC 20515-1306,202-225-4561,,,RepCasten,,,,C001117,,N00041338,,,412775.0,176982.0,Sean Casten,,21906.0,Sean Casten
H8IL13150,N00041342,Betsy Dirksen Londrigan,F,D,C,IL13,House,['Rodney Davis'],['H2IL13120'],Y,Y,W,Betsy Dirksen,Londrigan,,,,Betsy Londrigan,USH_IL_BETSY_LONDRIGAN.jpg,https://static.votesmart.org/static/canphoto/176997.jpg,"
                Betsy Londrigan

                (Lost)

                Democratic
",4090.0,,,,,,,,,,,,,,,,,,,,,
H8IL17045,N00041346,Craig Cameron,M,R,C,IL07,House,"['Danny K Davis', 'Tracy Jennings']","['H4IL07037', 'H0IL07159']",Y,Y,W,,,,,,Craig Cameron,USH_IL_CRAIG_CAMERON.jpg,https://static.votesmart.org/static/canphoto/176984.jpg,"
                Craig Cameron

                (Lost)

                Republican
",3712.0,,,,,,,,,,,,,,,,,,,,,
H8MI08102,N00041357,Elissa Slotkin,F,D,I,MI08,House,"['Mike Detmer', 'Paul Junge', 'Kristina Lyke']","['H0MI08133', 'H0MI08141', 'H0MI08158']",Y,Y,W,Elissa,Slotkin,,,,Elissa Slotkin,USH_MI_ELISSA_SLOTKIN.jpg,https://static.votesmart.org/static/canphoto/181080.jpg,"
                Elissa Slotkin

                (Won)

                Democratic
",4419.0,7/10/76,https://slotkin.house.gov,1210 Longworth House Office Building Washington DC 20515-2208,202-225-4872,,,RepSlotkin,,,,S001208,,N00041357,,,412784.0,181080.0,Elissa Slotkin,,21965.0,Elissa Slotkin
H8MN01279,N00041358,Daniel Feehan,M,D,C,MN01,House,"['Jim Hagedorn', 'Hans Tinsley', 'Bill Rood']","['H0MN01045', 'H0MN01094', 'H0MN01136']",Y,Y,W,Dan,Feehan,,,,Dan Feehan,USH_MN_DAN_FEEHAN.jpg,https://static.votesmart.org/static/canphoto/181355.jpg,"
                Dan Feehan

                (Lost)

                Democratic/Farmer/Labor
",4908.0,,,,,,,,,,,,,,,,,,,,,
H8NC10097,N00041368,David Wilson Brown,M,D,C,NC05,House,['Virginia Foxx'],['H4NC05146'],Y,Y,W,,,,,,David Brown,USH_NC_DAVID_BROWN.jpg,https://static.votesmart.org/static/canphoto/178291.jpg,"
                David Brown

                (Lost)

                Democratic
",4225.0,,,,,,,,,,,,,,,,,,,,,
H8NJ03206,N00041370,Andy Kim,M,D,I,NJ03,House,"['David Richter', 'Martin Weber']","['H0NJ02155', 'H0NJ03229']",Y,Y,W,Andrew,Kim,,,,Andy Kim,USH_NJ_ANDY_KIM.jpg,https://static.votesmart.org/static/canphoto/179640.jpg,"
                Andy Kim

                (Won)

                Democratic
",4854.0,7/12/82,https://kim.house.gov,2444 Rayburn House Office Building Washington DC 20515-3003,202-225-4765,,,RepAndyKimNJ,,,,K000394,,N00041370,,,412797.0,179640.0,Andrew Kim (New Jersey),,21937.0,Andy Kim (politician)
H8NY21245,N00041382,Tedra Cobb,F,D,C,NY21,House,['Elise Stefanik'],['H4NY21079'],Y,Y,W,Tedra,Cobb,,,,Tedra Cobb,USH_NY_TEDRA_COBB.jpg,https://static.votesmart.org/static/canphoto/91388.jpg,"
                Tedra Cobb

                (Lost)

                Democratic, Working Families
",3153.0,,,,,,,,,,,,,,,,,,,,,
H8NY22151,N00041385,Anthony Brindisi,M,D,I,NY22,House,"['Claudia Tenney', 'James Desira', 'Keith Price']","['H4NY22051', 'H0NY22091', 'H0NY22109']",Y,Y,W,Anthony,Brindisi,,,,Anthony Brindisi,USH_NY_ANTHONY_BRINDISI.jpg,https://static.votesmart.org/static/canphoto/135258.jpg,"
                Anthony Brindisi

                (Lost)

                Democratic, Independence, Working Families
",2644.0,,,,,,,,,,,,,,,,,,,,,
H8OK05109,N00041394,Kendra Horn,F,D,I,OK05,House,"['Stephanie Bice', 'Terry Neese']","['H0OK05205', 'H0OK05213']",Y,Y,W,Kendra,Horn,,,,Kendra Horn,USH_OK_KENDRA_HORN.jpg,https://static.votesmart.org/static/canphoto/180018.jpg,"
                Kendra Horn

                (Lost)

                Democratic
",5009.0,,,,,,,,,,,,,,,,,,,,,
H8SC01116,N00041400,Joe Cunningham,M,D,I,SC01,House,['Nancy Mace'],['H0SC01394'],Y,Y,W,Joe,Cunningham,,,,Joe Cunningham,USH_SC_JOE_CUNNINGHAM.jpg,https://static.votesmart.org/static/canphoto/179601.jpg,"
                Joe Cunningham

                (Lost)

                Democratic
",4837.0,,,,,,,,,,,,,,,,,,,,,
S0TX00233,N00041411,MJ Hegar,F,D,C,TXS1,Senate,"['John Cornyn', 'Rhett Smith', 'Kerry McKennon', 'Arjun Srinivasan', 'Cedric D Jefferson', 'James Brumley', 'Tim Smith', 'Ricardo Turullols-Bonilla', 'Luke Warren', 'Kenney Elkomous', 'Raymond Fogg Jr']","['S2TX00106', 'S0TX00241', 'S0TX00340', 'S0TX00373', 'S0TX00399', 'S0TX00407', 'S0TX00415', 'S0TX00423', 'S0TX00449', 'S0TX00464', 'S0TX00472']",Y,Y,W,Mj,Hegar,,,,MJ Hegar,USS_TX_MJ_HEGAR.jpg,https://static.votesmart.org/static/canphoto/177056.jpg,"
                MJ Hegar

                (Lost)

                Democratic
",4006.0,,,,,,,,,,,,,,,,,,,,,
H8VA07094,N00041418,Abigail Spanberger,F,D,I,VA07,House,"['Peter Greenwald', 'Nick Freitas', 'Tina Ramirez', 'Jason Roberge', 'Andrew Knaggs', 'John McGuire']","['H4VA07127', 'H0VA07158', 'H0VA07109', 'H0VA07117', 'H0VA07125', 'H0VA07133']",Y,Y,W,Abigail,Spanberger,,,,Abigail Spanberger,USH_VA_ABIGAIL_SPANBERGER.jpg,https://static.votesmart.org/static/canphoto/179682.jpg,"
                Abigail Spanberger

                (Won)

                Democratic
",4819.0,,,,,,,,,,,,,,,,,,,,,
H8NM02156,N00041454,Yvette Herrell,F,R,C,NM02,House,"['Xochitl Torres Small', 'Steve Jones']","['H8NM02248', 'H0NM02237']",Y,Y,W,Yvette,Herrell,,,,Yvette Herrell,USH_NM_YVETTE_HERRELL.jpg,https://static.votesmart.org/static/canphoto/121681.jpg,"
                Yvette Herrell

                (Won)

                Republican
",3851.0,3/16/64,https://herrell.house.gov,1305 Longworth House Office Building Washington DC 20515-3102,202-225-2365,,,RepHerrell,,,,H001084,,,,,456834.0,121681.0,Yvette Herrell,,,Yvette Herrell
H8CA39174,N00041464,Gil Cisneros,M,D,I,CA39,House,['Young Kim'],['H8CA39240'],Y,Y,W,Gil,Cisneros,,,,Gil Cisneros,USH_CA_GIL_CISNEROS.jpg,https://static.votesmart.org/static/canphoto/179370.jpg,"
                Gil Cisneros

                (Lost)

                Democratic
",4470.0,,,,,,,,,,,,,,,,,,,,,
H8IA04106,N00041465,J.D. Scholten,M,D,O,IA04,House,['Randy Feenstra'],['H0IA04145'],Y,Y,W,J.d.,Scholten,,,,JD Scholten,USH_IA_JD_SCHOLTEN.jpg,https://static.votesmart.org/static/canphoto/179231.jpg,"
                JD Scholten

                (Lost)

                Democratic
",3388.0,,,,,,,,,,,,,,,,,,,,,
H0CA27127,N00041480,Johnny Nalbandian,M,R,C,CA27,House,['Judy Chu'],['H0CA32101'],Y,Y,W,,,,,,Johnny Nalbandian,USH_CA_JOHNNY_NALBANDIAN.jpg,https://static.votesmart.org/static/canphoto/179360.jpg,"
                Johnny Nalbandian

                (Lost)

                Republican
",4311.0,,,,,,,,,,,,,,,,,,,,,
S0KY00339,N00041505,Amy McGrath,F,D,C,KYS1,Senate,"['Mitch McConnell', 'Alyssa Dara McDowell', 'Brad Barron', 'Derek Petteys', 'Maggie Jo Hilliard']","['S2KY00012', 'S0KY00446', 'S0KY00396', 'S0KY00412', 'S0KY00487']",Y,Y,W,Amy,Mcgrath,,,,Amy McGrath,USS_KY_AMY_MCGRATH.jpg,https://static.votesmart.org/static/canphoto/177897.jpg,"
                Amy McGrath

                (Lost)

                Democratic
",4662.0,,,,,,,,,,,,,,,,,,,,,
H8MN08043,N00041511,Pete Stauber,M,R,I,MN08,House,"['Quinn Nystrom', 'Judith Schwartzbacker']","['H0MN08156', 'H0MN08180']",Y,Y,W,Pete,Stauber,,,,Peter Stauber,USH_MN_PETER_STAUBER.jpg,https://static.votesmart.org/static/canphoto/159954.jpg,"
                Peter Stauber

                (Won)

                Republican
",4231.0,5/10/66,https://stauber.house.gov,461 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,,,,S001212,,N00041511,,,412792.0,159954.0,Pete Stauber,,21969.0,Pete Stauber
H8WV03097,N00041542,Carol Miller,F,R,I,WV03,House,"['Lacy Watson', 'Hilary Turner']","['H0WV03144', 'H0WV03151']",Y,Y,W,Carol,Miller,,,,Carol Miller,USH_WV_CAROL_MILLER.jpg,https://static.votesmart.org/static/canphoto/52123.jpg,"
                Carol Miller

                (Won)

                Republican
",4346.0,,,,,,,,,,,,,,,,,,,,,
S8MI00372,N00041550,John James,M,R,C,MIS1,Senate,"['Gary Peters', 'Seldon Frank Cupps', 'Marcia Squier', 'Gregory Jones']","['S4MI00355', 'S0MI00189', 'S8MI00430', 'S0MI00197']",Y,Y,W,John,James,,,,John James,USS_MI_JOHN_JAMES.jpg,https://static.votesmart.org/static/canphoto/181062.jpg,"
                John James

                (Lost)

                Republican
",5764.0,,,,,,,,,,,,,,,,,,,,,
H8FL26039,N00041561,Debbie Mucarsel-Powell,F,D,I,FL26,House,"['Carlos Gimenez', 'Dennis Misigoy']","['H0FL26036', 'H0FL26044']",Y,Y,W,Debbie,Mucarsel-Powell,,,,Debbie Mucarsel-Powell,USH_FL_DEBBIE_MUCARSEL-POWELL.jpg,https://static.votesmart.org/static/canphoto/173449.jpg,"
                Debbie Mucarsel-Powell

                (Lost)

                Democratic
",5293.0,,,,,,,,,,,,,,,,,,,,,
H8IL14174,N00041569,Lauren A Underwood,F,D,I,IL14,House,['Jim Oberweis'],['H8IL14083'],Y,Y,W,Lauren,Underwood,,,,Lauren Underwood,USH_IL_LAUREN_UNDERWOOD.jpg,https://static.votesmart.org/static/canphoto/177001.jpg,"
                Lauren Underwood

                (Won)

                Democratic
",4872.0,,,,,,,,,,,,,,,,,,,,,
H8NY11113,N00041588,Max Rose,M,D,I,NY11,House,"['Nicole Malliotakis', 'Kemi Akindude']","['H0NY11078', 'H0NY11102']",Y,Y,W,Max,Rose,,,,Max Rose,USH_NY_MAX_ROSE.jpg,https://static.votesmart.org/static/canphoto/180409.jpg,"
                Max Rose

                (Lost)

                Democratic, Independence
",4041.0,,,,,,,,,,,,,,,,,,,,,
H8TN02119,N00041594,Tim Burchett,M,R,I,TN02,House,['Renee Hoyos'],['H8TN02176'],Y,Y,W,Tim,Burchett,,,,Tim Burchett,USH_TN_TIM_BURCHETT.jpg,https://static.votesmart.org/static/canphoto/24379.jpg,"
                Tim Burchett

                (Won)

                Republican
",4463.0,8/25/64,https://burchett.house.gov,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,,,RepTimBurchett,,,,B001309,,N00041594,,,412817.0,24379.0,Tim Burchett,,21905.0,Tim Burchett
H8TN06094,N00041599,John Rose,M,R,I,TN06,House,"['Christopher Monday', 'Chris Finley']","['H8TN06078', 'H8TN06169']",Y,Y,W,John,Rose,,,,John Rose,USH_TN_JOHN_ROSE.jpg,https://static.votesmart.org/static/canphoto/180452.jpg,"
                John Rose

                (Won)

                Republican
",4474.0,2/23/65,https://johnrose.house.gov,1124 Longworth House Office Building Washington DC 20515-4206,202-225-4231,,,RepJohnRose,,,,R000612,,N00041599,,,412818.0,180452.0,John Rose (Tennessee),,21959.0,John Rose (Tennessee politician)
H8TX23121,N00041603,Gina Ortiz Jones,F,D,O,TX23,House,"['Tony Gonzales', 'Steven Sanders']","['H0TX35015', 'H0TX23292']",Y,Y,W,Gina Ortiz,Jones,,,,Gina Ortiz Jones,USH_TX_GINA_ORTIZ_JONES.jpg,https://static.votesmart.org/static/canphoto/177337.jpg,"
                Gina Ortiz Jones

                (Lost)

                Democratic
",4342.0,,,,,,,,,,,,,,,,,,,,,
H8WA08189,N00041606,Kim Schrier,F,D,I,WA08,House,"['Keith Arnold', 'Keith Swank', 'Dave Saulibio', 'Jesse Jensen', 'Corey Bailey']","['H8WA08080', 'H2WA08166', 'H8WA05227', 'H0WA08103', 'H0WA08137']",Y,Y,W,Kim,Schrier,,,,Kim Schrier,USH_WA_KIM_SCHRIER.jpg,https://static.votesmart.org/static/canphoto/181124.jpg,"
                Kim Schrier

                (Won)

                Democratic
",4883.0,8/23/68,https://schrier.house.gov,1123 Longworth House Office Building Washington DC 20515-4708,202-225-7761,,,RepKimSchrier,,,,S001216,,N00041606,,,412835.0,181124.0,Kim Schrier,,21962.0,Kim Schrier
S0GA00575,N00041645,Shane Hazel,M,L,C,GAS1,Senate,"['Allen Buckley', 'David Perdue', 'Jon Ossoff', 'Clifton Kilby', 'Darrell McGuire', 'Valencia Stovall', 'Nathan Ethan Franklin']","['S4GA11103', 'S4GA11285', 'S8GA00180', 'S0GA00385', 'S0GA00518', 'S0GA00625', 'S0GA00682']",Y,Y,,,,,,,Shane Hazel,USS_GA_SHANE_HAZEL.jpg,https://static.votesmart.org/static/canphoto/178545.jpg,"
                Shane Hazel

                (Lost)

                Libertarian
",4682.0,,,,,,,,,,,,,,,,,,,,,
H8ME02185,N00041668,Jared Golden,M,D,I,ME02,House,"['Adrienne Bennett', 'Dale Crafts']","['H0ME02075', 'H0ME02083']",Y,Y,W,Jared,Golden,,,,Jared Golden,USH_ME_JARED_GOLDEN.jpg,https://static.votesmart.org/static/canphoto/151420.jpg,"
                Jared Golden

                (Won)

                Democratic
",4126.0,,,,,,,,,,,,,,,,,,,,,
H8NY03177,N00041686,Joshua Sauberman,M,I,C,NY03,House,"['Tom Suozzi', 'Bob Cohen', 'Daniel Craig Ross', 'George Devolder-Santos', 'Howard Rabin']","['H6NY03247', 'H8NY19280', 'H0NY03067', 'H0NY03083', 'H0NY03091']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Screen_Shot_2018-06-26_at_10.23.01_AM.png,,,,,,,,,,,,,,,,,,,,,,,
H8NY23183,N00041688,Tracy Mitrano,F,D,C,NY23,House,"['Tom Reed', 'Andrew Kolstee']","['H0NY29054', 'H0NY23131']",Y,Y,W,,,,,,Tracy Mitrano,USH_NY_TRACY_MITRANO.jpg,https://static.votesmart.org/static/canphoto/180328.jpg,"
                Tracy Mitrano

                (Lost)

                Democratic, Serve America Movement, Working Families
",3347.0,,,,,,,,,,,,,,,,,,,,,
H8OH16124,N00041690,Anthony Gonzalez,M,R,I,OH16,House,['Aaron Godfrey'],['H8OH16090'],Y,Y,W,Anthony,Gonzalez,,,,Anthony Gonzalez,USH_OH_ANTHONY_GONZALEZ.jpg,https://static.votesmart.org/static/canphoto/178867.jpg,"
                Anthony Gonzalez

                (Won)

                Republican
",4552.0,9/19/84,https://anthonygonzalez.house.gov,2458 Rayburn House Office Building Washington DC 20515-3516,202-225-3876,,,RepAGonzalez,,,,G000588,,N00041690,,,412807.0,178867.0,Anthony Gonzalez,,21924.0,Anthony Gonzalez
H8TN02176,N00041699,Renee Hoyos,F,D,C,TN02,House,['Tim Burchett'],['H8TN02119'],Y,Y,W,Renee,Hoyos,,,,Renee Hoyos,USH_TN_RENEE_HOYOS.jpg,https://static.votesmart.org/static/canphoto/180435.jpg,"
                Renee Hoyos

                (Lost)

                Democratic
",4541.0,,,,,,,,,,,,,,,,,,,,,
H8TX16109,N00041702,Veronica Escobar,F,D,I,TX16,House,"['Ben Leder', 'Irene Armendariz-Jackson']","['H8TX05177', 'H0TX16106']",Y,Y,W,Veronica,Escobar,,,,Veronica Escobar,USH_TX_VERONICA_ESCOBAR.jpg,https://static.votesmart.org/static/canphoto/99345.jpg,"
                Veronica Escobar

                (Won)

                Democratic
",4509.0,9/15/69,https://escobar.house.gov,1505 Longworth House Office Building Washington DC 20515-4316,202-225-4831,,,RepEscobar,,,,E000299,,N00041702,,,412825.0,99345.0,Veronica Escobar,,21917.0,Veronica Escobar
H8TX17149,N00041704,Rick Kennedy,M,D,O,TX17,House,"['Pete Sessions', 'Ted Brown']","['H2TX03126', 'H0TX17252']",Y,Y,W,Rick,Kennedy,,,,Richard Kennedy,USH_TX_RICHARD_KENNEDY.jpg,https://static.votesmart.org/static/canphoto/177314.jpg,"
                Richard Kennedy

                (Lost)

                Democratic
",3955.0,,,,,,,,,,,,,,,,,,,,,
H8WI05165,N00041716,Tom Palzewicz,M,D,O,WI05,House,['Scott Fitzgerald'],['H0WI05113'],Y,Y,W,Tom,Palzewicz,,,,Tom Palzewicz,USH_WI_TOM_PALZEWICZ.jpg,https://static.votesmart.org/static/canphoto/181300.jpg,"
                Tom Palzewicz

                (Lost)

                Democratic
",3956.0,,,,,,,,,,,,,,,,,,,,,
H8AZ01237,N00041745,Tiffany Shedd,F,R,C,AZ01,House,"[""Tom O'Halleran"", 'Nolan Reidhead']","['H6AZ01199', 'H0AZ01408']",Y,Y,,Tiffany,Shedd,,,,Tiffany Shedd,USH_AZ_TIFFANY_SHEDD.jpg,https://static.votesmart.org/static/canphoto/182228.jpg,"
                Tiffany Shedd

                (Lost)

                Republican
",4387.0,,,,,,,,,,,,,,,,,,,,,
H8AZ09040,N00041750,Greg Stanton,M,D,I,AZ09,House,['Dave Giles'],['H6AZ09010'],Y,Y,W,Greg,Stanton,,,,Greg Stanton,USH_AZ_GREG_STANTON.jpg,https://static.votesmart.org/static/canphoto/72030.jpg,"
                Greg Stanton

                (Won)

                Democratic
",4882.0,3/8/70,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0309,202-225-9888,,,RepGregStanton,,,,S001211,,N00041750,,,412753.0,72030.0,Greg Stanton,,21968.0,Greg Stanton
H8GA07201,N00041791,Carolyn Bourdeaux,F,D,O,GA07,House,['Richard McCormick'],['H0GA07273'],Y,Y,W,Carolyn,Bourdeaux,,,,Carolyn Bourdeaux,USH_GA_CAROLYN_BOURDEAUX.jpg,https://static.votesmart.org/static/canphoto/178540.jpg,"
                Carolyn Bourdeaux

                (Won)

                Democratic
",4428.0,6/3/70,https://bourdeaux.house.gov,1319 Longworth House Office Building Washington DC 20515-1007,202-225-4272,,,RepBourdeaux,,,,B001312,,,,,456812.0,178540.0,,,,Carolyn Bourdeaux
H8MA03106,N00041808,Lori Trahan,F,D,I,MA03,House,[],[],Y,Y,,Lori,Trahan,,,,Lori Trahan,USH_MA_LORI_TRAHAN.jpg,https://static.votesmart.org/static/canphoto/182310.jpg,"
                Lori Trahan

                (Won)

                Democratic
",4773.0,10/27/73,https://trahan.house.gov,2439 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,,,RepLoriTrahan,,,,T000482,,N00041808,,,412781.0,182310.0,Lori Trahan,,21977.0,Lori Trahan
H8NH02275,N00041841,Steve Negron,M,R,C,NH02,House,"['Ann Kuster', 'Lynne Blankenbeker', 'Eli Clemmer', 'Gilead Towne']","['H0NH02181', 'H8NH02283', 'H0NH02272', 'H0NH02280']",Y,Y,,,,,,,Steven Negron,USH_NH_STEVEN_NEGRON.jpg,https://static.votesmart.org/static/canphoto/173033.jpg,"
                Steven Negron

                (Lost)

                Republican
",3951.0,,,,,,,,,,,,,,,,,,,,,
H8NJ07223,N00041843,Tom Malinowski,M,D,I,NJ07,House,['Tom Kean'],['H0NJ07261'],Y,Y,W,Tom,Malinowski,,,,Tom Malinowski,USH_NJ_TOM_MALINOWSKI.jpg,https://static.votesmart.org/static/canphoto/179645.jpg,"
                Tom Malinowski

                (Won)

                Democratic
",4875.0,9/23/65,https://malinowski.house.gov,1318 Longworth House Office Building Washington DC 20515-3007,202-225-5361,,,RepMalinowski,,,,M001203,,N00041843,,,412798.0,179645.0,Tom Malinowski,,21942.0,Tom Malinowski
H8NY24090,N00041854,Dana Balter,F,D,C,NY24,House,"['John Katko', 'Steve Williams']","['H4NY24073', 'H6NY24185']",Y,Y,W,Dana,Balter,,,,Dana Balter,USH_NY_DANA_BALTER.jpg,https://static.votesmart.org/static/canphoto/180333.jpg,"
                Dana Balter

                (Lost)

                Democratic
",3174.0,,,,,,,,,,,,,,,,,,,,,
H8PA18181,N00041870,Conor Lamb,M,D,I,PA17,House,['Sean Parnell'],['H0PA17115'],Y,Y,W,Conor,Lamb,,,,Conor Lamb,USH_PA_CONOR_LAMB.jpg,https://static.votesmart.org/static/canphoto/177656.jpg,"
                Conor Lamb

                (Won)

                Democratic
",5148.0,6/27/84,https://lamb.house.gov,1224 Longworth House Office Building Washington DC 20515-3817,202-225-2301,,,RepConorLamb,RepConorLamb,,UC7hX59n_ixS1Bz3f8Je02yA,L000588,,N00041870,,,412744.0,177656.0,Conor Lamb,,21756.0,Conor Lamb
H8PA18199,N00041871,Guy Reschenthaler,M,R,I,PA14,House,['Bill Marx'],['H0PA14138'],Y,Y,W,Guy,Reschenthaler,,,,Guy Reschenthaler,USH_PA_GUY_RESCHENTHALER.jpg,https://static.votesmart.org/static/canphoto/166004.jpg,"
                Guy Reschenthaler

                (Won)

                Republican
",4250.0,4/17/83,https://reschenthaler.house.gov,409 Cannon House Office Building Washington DC 20515-3814,202-225-2065,,,GReschenthaler,,,,R000610,,N00041871,,,412813.0,166004.0,Guy Reschenthaler,,21956.0,Guy Reschenthaler
H8TN07076,N00041873,Mark Green,M,R,I,TN07,House,"['Benjamin Estes', 'Kiran Sreepada', 'Scott Vieira Jr', 'Ronald Brown']","['H0TN07248', 'H0TN07255', 'H0TN07263', 'H0TN07271']",Y,Y,W,Mark,Green,,,,Mark Green,USH_TN_MARK_GREEN.jpg,https://static.votesmart.org/static/canphoto/139030.jpg,"
                Mark Green

                (Won)

                Republican
",4349.0,,,,,,,,,,,,,,,,,,,,,
H8TX27049,N00041882,Michael Cloud,M,R,I,TX27,House,"['Phil Gray', 'Ricardo De La Fuente']","['H6TX01261', 'H0TX27087']",Y,Y,W,Michael,Cloud,,,,Michael Cloud,USH_TX_MICHAEL_CLOUD.jpg,https://static.votesmart.org/static/canphoto/177350.jpg,"
                Michael Cloud

                (Won)

                Republican
",4180.0,5/13/75,https://cloud.house.gov,512 Cannon House Office Building Washington DC 20515-4327,202-225-7742,,,RepCloudTX,,,,C001115,,N00041882,,10322.0,412746.0,177350.0,Michael Cloud (Texas),,21758.0,Michael Cloud
S0ID00164,N00041947,Jim Vandermaas,M,D,C,IDS1,Senate,"['James E Risch', 'Ray J. Writz', 'Natalie Fleming', 'Paulette Jordan']","['S8ID00092', 'S6ID00104', 'S0ID00172', 'S0ID00180']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JamesVandermaas_H_S_fixed.jpg,,,,,,,,,,,,,,,,,,,,,,,
H8IL09190,N00041950,Sargis Sangari,M,R,C,IL09,House,['Jan Schakowsky'],['H8IL09067'],Y,Y,W,,,,,,Sargis Sangari,USH_IL_SARGIS_SANGARI.jpg,https://static.votesmart.org/static/canphoto/176988.jpg,"
                Sargis Sangari

                (Lost)

                Republican
",3635.0,,,,,,,,,,,,,,,,,,,,,
H8IN02177,N00041951,Pat Hackett,F,D,C,IN02,House,['Jackie Walorski'],['H0IN02190'],Y,Y,W,Pat,Hackett,,,,Patricia Hackett,USH_IN_PATRICIA_HACKETT.jpg,https://static.votesmart.org/static/canphoto/177840.jpg,"
                Patricia Hackett

                (Lost)

                Democratic
",3881.0,,,,,,,,,,,,,,,,,,,,,
H8IN04199,N00041954,Jim Baird,M,R,I,IN04,House,['Joe Mackey'],['H8IN04140'],Y,Y,W,Jim,Baird,,,,Jim Baird,USH_IN_JIM_BAIRD.jpg,https://static.votesmart.org/static/canphoto/86013.jpg,"
                Jim Baird

                (Won)

                Republican
",5229.0,,,,,,,,,,,,,,,,,,,,,
H8IN06129,N00041956,Greg Pence,M,R,I,IN06,House,"['Tom Ferkinhoff', 'Jeannine Lee Lake']","['H8IN06137', 'H8IN06152']",Y,Y,W,Greg,Pence,,,,Greg Pence,USH_IN_GREG_PENCE.jpg,https://static.votesmart.org/static/canphoto/177876.jpg,"
                Greg Pence

                (Won)

                Republican
",3612.0,11/14/56,https://pence.house.gov,211 Cannon House Office Building Washington DC 20515-1406,202-225-3021,,,RepGregPence,,,,P000615,,N00041956,,,412778.0,177876.0,Greg Pence,,21952.0,Greg Pence
H8MT01232,N00041974,Kathleen Williams,F,D,O,MT01,House,"['Matt Rosendale', 'John Gibney']","['H4MT00050', 'H0MT00124']",Y,Y,W,Kathleen,Williams,,,,Kathleen Williams,USH_MT_KATHLEEN_WILLIAMS.jpg,https://static.votesmart.org/static/canphoto/120842.jpg,"
                Kathleen Williams

                (Lost)

                Democratic
",8023.0,,,,,,,,,,,,,,,,,,,,,
H8PA15229,N00041997,Susan Wild,F,D,I,PA07,House,['Lisa Scheller'],['H0PA07132'],Y,Y,W,Susan,Wild,,,,Susan Wild,USH_PA_SUSAN_WILD.jpg,https://static.votesmart.org/static/canphoto/178895.jpg,"
                Susan Wild

                (Won)

                Democratic
",4098.0,6/7/57,https://wild.house.gov,1027 Longworth House Office Building Washington DC 20515-3807,202-225-6411,,,RepSusanWild,,,,W000826,,N00041997,,,412751.0,178895.0,Susan Wild,,21763.0,Susan Wild
