ad_id,sub_bucket,race_of_focus
CR370256623643394048,3.1,PRES
CR370497829006737408,3.1,PRES
CR370837165782859776,3.1,PRES
CR370870975765413888,3.2.1,
CR37092230921453568,3.1,PRES
CR372073016852480000,3.1,PRES
CR372087722820501504,3.1,PRES
CR372568896596606976,3.1,PRES
CR372631568759390208,3.1,PRES
CR373061477805850624,3.1,PRES
CR373105870587822080,3.1,PRES
CR373368516427907072,3.1,PRES
CR373390231782555648,3.1,PRES
CR373925419067375616,3.1,PRES
CR373961153195278336,3.1,PRES
CR374161401750487040,3.1,PRES
CR374284959369658368,3.1,PRES
CR374388863218483200,3.1,PRES
CR374711844759142400,3.3,No race of focus
CR374811075683549184,3.1,PRES
CR374917178555629568,3.1,PRES
CR375377049293946880,3.1,PRES
CR375707177660186624,3.1,PRES
CR375934501689229312,3.2.2.3,
CR376579915014733824,3.3,No race of focus
CR377416368485564416,3.1,PRES
CR377663208846000128,3.1,PRES
CR377714336136691712,3.1,PRES
CR378120055927341056,3.2.2.3,
CR378225609043607552,3.1,PRES
CR378716540985409536,3.1,PRES
CR378822643857489920,3.1,PRES
CR379113189805129728,3.1,PRES
CR379215444386512896,3.1,PRES
CR379887245991084032,3.1,PRES
CR381001326147928064,3.1,PRES
CR381423263735087104,3.3,No race of focus
CR381764387217604608,3.2.2.3,
CR38252490566664192,3.1,PRES
CR38281627624800256,3.1,PRES
CR382834761787244544,3.1,PRES
CR382999963409317888,3.2.1,
CR3830080035880960,3.1,PRES
CR384137133310345216,3.1,PRES
CR384220146438242304,3.1,PRES
CR384320476874276864,3.3,No race of focus
CR384466024726003712,3.1,PRES
CR385000249938149376,3.1,PRES
CR385016192856752128,3.1,PRES
CR385032410653261824,3.1,PRES
CR385134940112551936,3.1,PRES
CR38519397014306816,3.1,PRES
CR385387278031126528,3.3,No race of focus
CR385703937379926016,3.1,PRES
CR385776642586312704,3.1,AZS1
CR386079695478718464,3.3,No race of focus
CR386264825749045248,3.1,PRES
CR386281730740322304,3.2.2.3,
CR386527196711223296,3.3,No race of focus
CR386619555687956480,3.2.1,
CR387278438030901248,3.1,PRES
CR387499164990177280,3.1,PRES
CR387758649734332416,3.1,PRES
CR387847435298275328,3.2.2.3,
CR388112417600569344,3.1,PRES
CR388128635397079040,3.1,PRES
CR388594278571442176,3.2.2.3,
CR388603624420278272,3.1,PRES
CR388708902658637824,3.1,PRES
CR389139636338819072,3.1,PRES
CR389522816141099008,3.3,No race of focus
CR389649809734107136,3.2.2.3,
CR390143490454978560,3.2.2.3,
CR390151736792186880,3.1,PRES
CR390735302588628992,3.1,PRES
CR390794401338621952,3.2.1,
CR390795775728156672,3.1,PRES
CR39081797211914240,3.1,PRES
CR39092792328192000,3.1,PRES
CR390946546260115456,3.1,PRES
CR391067904856031232,3.1,PRES
CR391141022379278336,3.1,PRES
CR391666588937355264,3.1,PRES
CR392120687239626752,3.3,No race of focus
CR39225833235152896,3.1,PRES
CR392474867422724096,3.1,PRES
CR392534928245391360,3.3,No race of focus
CR392617666495381504,3.1,PRES
CR392875776850001920,3.2.2.3,
CR39328087816536064,3.1,PRES
CR39348978537463808,3.1,PRES
CR393848020006862848,3.1,PRES
CR393896123640578048,3.3,No race of focus
CR395299375355527168,3.1,PRES
CR395349678012497920,3.2.1,
CR395936817221730304,3.1,PRES
CR396142425896124416,3.1,PRES
CR396167989541470208,3.1,PRES
CR39679931537424384,3.1,PRES
CR396980253756489728,3.1,PRES
CR397113294663450624,3.2.2.3,
CR397770115422093312,3.1,PRES
CR397914014006378496,3.2.2.3,
CR398277677477265408,3.1,PRES
CR398666079959777280,3.1,PRES
CR398942057378349056,3.2.1,
CR399073998773682176,3.1,PRES
CR399241124541104128,3.1,PRES
CR399379388128296960,3.2.1,
CR399865647145680896,3.3,No race of focus
CR400365924936318976,3.1,PRES
CR40044694519939072,3.3,No race of focus
CR40048267932729344,3.3,No race of focus
CR401039925564145664,3.1,PRES
CR401195231581569024,3.1,PRES
CR401918160476831744,3.3,No race of focus
CR401994301657055232,3.1,PRES
CR402398647058169856,3.1,PRES
CR402469290680254464,3.1,PRES
CR402499252372111360,3.3,No race of focus
CR403360444854566912,3.1,PRES
CR403432462866186240,3.3,No race of focus
CR403463249191763968,3.1,PRES
CR403486338935947264,3.1,PRES
CR403532243546406912,3.2.2.3,
CR404295579493990400,3.1,PRES
CR404373644819562496,3.3,No race of focus
CR404422023331184640,3.1,PRES
CR404437966249787392,3.1,PRES
CR40469930641981440,3.1,PRES
CR404853031889272832,3.1,PRES
CR405017408877625344,3.1,PRES
CR40507314037325824,3.2.1,
CR405123649188659200,3.1,PRES
CR405152099052027904,3.1,PRES
CR405156497098539008,3.1,PRES
CR405194430249697280,3.1,PRES
CR405562216889188352,3.1,PRES
CR405612244668252160,3.1,PRES
CR405987727889137664,3.3,No race of focus
CR406527038342561792,3.1,PRES
CR40677326022770688,3.3,No race of focus
CR406814560633225216,3.1,PRES
CR407089988295983104,3.1,PRES
CR40756353421017088,3.1,PRES
CR408298626452815872,3.2.1,
CR40845413862866944,3.2.1,
CR408529798772555776,3.2.2.3,
CR408582575330689024,3.1,PRES
CR408662839679516672,3.1,PRES
CR408783236202758144,3.1,PRES
CR408944589534134272,3.1,PRES
CR408966030010875904,3.1,PRES
CR409373124191059968,3.2.1,
CR409629310400331776,3.1,PRES
CR409718370842181632,3.2.1,
CR409790663731707904,3.3,No race of focus
CR409937173656109056,3.1,PRES
CR41021885479124992,3.2.2.3,
CR410347291493269504,3.1,PRES
CR411088362330390528,3.1,PRES
CR411369287551287296,3.1,PRES
CR411474840667553792,3.1,PRES
CR411797272452399104,3.1,PRES
CR411960275051216896,3.1,PRES
CR412250683559903232,3.1,PRES
CR412308545359314944,3.1,PRES
CR4123649640497152,3.3,No race of focus
CR412861324830179328,3.1,PRES
CR413364076521979904,3.2.1,
CR413535875213819904,3.1,PRES
CR413595248841719808,3.2.1,
CR413698053178916864,3.2.2.3,
CR413743133155655680,3.2.2.3,
CR414500971545100288,3.2.1,
CR414587283207880704,3.1,PRES
CR414690362422984704,3.1,PRES
CR414713177289261056,3.1,PRES
CR41475983781396480,3.3,No race of focus
CR416538366591369216,3.1,PRES
CR416806922306453504,3.2.1,
CR417151069445947392,3.1,PRES
CR417369872259874816,3.1,PRES
CR417680759172628480,3.1,PRES
CR417739308166807552,3.1,PRES
CR417786037410988032,3.1,PRES
CR41796766298800128,3.1,PRES
CR418146264908038144,3.1,PRES
CR41829201891819520,3.1,PRES
CR418617268201586688,3.1,PRES
CR418706878399250432,3.1,PRES
CR419300614678249472,3.3,No race of focus
CR420019970160721920,3.1,PRES
CR420687373718781952,3.1,PRES
CR421029046957113344,3.1,PRES
CR421061482550132736,3.2.1,
CR421135699585007616,3.2.1,
CR421367421660561408,3.1,PRES
CR421484382209966080,3.1,PRES
CR421871822619803648,3.1,PRES
CR422071521419198464,3.1,PRES
CR42228049734795264,3.1,PRES
CR422662371480174592,3.2.1,
CR422750332410396672,3.1,PRES
CR42289897263857664,3.1,PRES
CR422944121334792192,3.1,PRES
CR422984803265019904,3.1,PRES
CR422991400334786560,3.1,PRES
CR423015314712690688,3.1,PRES
CR423019987637108736,3.1,NCS1
CR423034693605130240,3.3,No race of focus
CR423360011607998464,3.1,PRES
CR424130494381162496,3.2.2.3,
CR42419639635935232,3.1,PRES
CR424390528881131520,3.3,No race of focus
CR424669529956679680,3.1,PRES
CR4249268843970560,3.1,PRES
CR425146443125227520,3.2.2.3,
CR425391909096128512,3.2.1,
CR425955958561177600,3.1,PRES
CR426304641186136064,3.1,PRES
CR426313024962297856,3.3,No race of focus
CR426453762450653184,3.1,PRES
CR426734137915736064,3.3,No race of focus
CR426989774369193984,3.3,No race of focus
CR427226719124979712,3.2.1,
CR42764199092289536,3.1,PRES
CR427700608636551168,3.1,PRES
CR427728371305152512,3.1,PRES
CR428750367363170304,3.1,PRES
CR428961473595703296,3.1,PRES
CR429068401101504512,3.1,PRES
CR429397155078209536,3.2.2.3,
CR429489514054942720,3.2.2.1,
CR429554797557841920,3.1,PRES
CR429770301836886016,3.1,PRES
CR429927669438611456,3.3,No race of focus
CR430052464008364032,3.2.1,
CR430176983700209664,3.1,PRES
CR430231134647877632,3.3,No race of focus
CR430266044142059520,3.1,PRES
CR430757525839675392,3.3,No race of focus
CR430816624589668352,3.1,PRES
CR431036252037316608,3.2.1,
CR431072535921033216,3.1,PRES
CR431115691752423424,3.1,PRES
CR431531582025629696,3.1,PRES
CR431603050281435136,3.2.2.3,
CR4321286855589888,3.1,PRES
CR432163251455787008,3.1,PRES
CR432431635372179456,3.1,PRES
CR432585738798759936,3.2.2.3,
CR432847422566170624,3.2.1,
CR433113229502185472,3.1,PRES
CR433233626025426944,3.1,PRES
CR433916422746275840,3.1,PRES
CR43410024734654464,3.1,PRES
CR434129453124157440,3.1,PRES
CR43430365699768320,3.2.1,
CR434315682906112000,3.1,PRES
CR434323791804366848,3.1,PRES
CR43447683007905792,3.1,PRES
CR434835614467096576,3.1,PRES
CR434937319292665856,3.1,PRES
CR435016209251958784,3.1,PRES
CR435525008257712128,3.1,PRES
CR435806483234422784,3.1,PRES
CR43629652182302720,3.2.1,
CR436491478978527232,3.1,PRES
CR436772404199424000,3.1,PRES
CR437035874673229824,3.1,PRES
CR43712940188106752,3.1,PRES
CR437173725943562240,3.1,PRES
CR437239146885414912,3.1,PRES
CR437439258001670144,3.1,PRES
CR437897479472545792,3.1,PRES
CR437993136984162304,3.2.1,
CR438123703989960704,3.1,PRES
CR438283957809709056,3.1,PRES
CR438354051675979776,3.1,PRES
CR439023791696248832,3.1,PRES
CR439041383882293248,3.1,PRES
CR439326019954933760,3.1,PRES
CR439683086356054016,3.1,PRES
CR43974349077610496,3.2.1,
CR439832619937431552,3.1,PRES
CR43993315653189632,3.1,PRES
CR440631964890824704,3.2.1,
CR440955496187297792,3.1,PRES
CR440962368134971392,3.3,No race of focus
CR441251264815169536,3.1,PRES
CR441258411640750080,3.1,PRES
CR44153294595031040,3.1,PRES
CR441594312443035648,3.3,No race of focus
CR441704263605813248,3.1,PRES
CR442224332605751296,3.1,PRES
CR443009383907983360,3.2.1,
CR443313123995156480,3.3,No race of focus
CR443696578675343360,3.1,PRES
CR445075916012388352,3.1,PRES
CR445362063913517056,3.1,PRES
CR445726826896031744,3.1,PRES
CR446215010058764288,3.1,PRES
CR446301321721544704,3.1,PRES
CR446342553407586304,3.3,No race of focus
CR446833485349388288,3.1,PRES
CR447453609907453952,3.1,PRES
CR447785112663228416,3.1,PRES
CR447938631974256640,3.1,PRES
CR447939319169024000,3.3,No race of focus
CR448172140756205568,3.1,PRES
CR448240860232941568,3.1,PRES
CR448912661837512704,3.1,PRES
CR44908109327499264,3.1,PRES
CR449616486718242816,3.1,PRES
CR449938781064134656,3.1,PRES
CR450289800151302144,3.1,PRES
CR450366765965246464,3.1,PRES
CR450659510936141824,3.2.2.3,
CR450689472627998720,3.1,PRES
CR450741974308225024,3.1,PRES
CR451070041090162688,3.1,PRES
CR451415150302330880,3.1,PRES
CR451592996308123648,3.1,PRES
CR451835988377862144,3.3,No race of focus
CR451972602697613312,3.1,PRES
CR452006824997027840,3.1,PRES
CR45209925269323776,3.3,No race of focus
CR452157320651079680,3.2.1,
CR452200339043516416,3.1,PRES
CR452272769371996160,3.1,PRES
CR453202406453280768,3.1,PRES
CR453364962375499776,3.3,No race of focus
CR453414612197441536,3.1,PRES
CR45375401769304064,3.1,PRES
CR45418282722787328,3.1,PRES
CR454588890615906304,3.1,PRES
CR454690595441475584,3.1,PRES
CR454970696028651520,3.2.2.3,
CR455210664441413632,3.1,PRES
CR455707368819261440,3.1,PRES
CR456071032290148352,3.1,PRES
CR456211357461643264,3.1,PRES
CR456492832438353920,3.1,PRES
CR456898964545863680,3.1,PRES
CR457456966696960000,3.1,PRES
CR457635087580659712,3.1,PRES
CR457859113074819072,3.1,PRES
CR457861312098074624,3.1,PRES
CR458634681089261568,3.1,PRES
CR458767309679362048,3.1,PRES
CR459469072975790080,3.1,PRES
CR459746699661803520,3.2.1,
CR460570233871007744,3.1,PRES
CR460644588344836096,3.1,PRES
CR460804979603537920,3.1,PRES
CR460992996091887616,3.1,PRES
CR461032028754673664,3.1,PRES
CR461165619417448448,3.1,PRES
CR46167599897116672,3.1,PRES
CR462140336475471872,3.1,PRES
CR462316258335916032,3.1,PRES
CR462351717585911808,3.2.1,
CR46259409118035968,3.1,PRES
CR463229402742784000,3.1,PRES
CR463420442888110080,3.3,No race of focus
CR463530119172980736,3.1,PRES
CR463645293015990272,3.2.2.3,
CR463818466097364992,3.1,PRES
CR464182679324065792,3.1,PRES
CR464352141553696768,3.1,AZS1
CR464721989777489920,3.1,PRES
CR46526590443585536,3.1,PRES
CR465455638911123456,3.1,PRES
CR465518036195999744,3.1,PRES
CR465905614044790784,3.1,PRES
CR466164549033132032,3.1,PRES
CR466205780719173632,3.3,No race of focus
CR466344456623226880,3.1,PRES
CR466614936483659776,3.1,PRES
CR466627993184239616,3.1,PRES
CR466794019440033792,3.1,PRES
CR466943278143504384,3.2.2.3,
CR468146143864291328,3.1,PRES
CR468416623724724224,3.2.1,
CR468437239567745024,3.2.1,
CR468457580532858880,3.1,PRES
CR468483968811925504,3.1,PRES
CR468713766742130688,3.1,PRES
CR468757747207241728,3.1,PRES
CR469046918765346816,3.1,PRES
CR469802283253628928,3.1,PRES
CR469862893832110080,3.1,PRES
CR469890244183851008,3.1,PRES
CR469949617811750912,3.1,PRES
CR470001294858256384,3.3,No race of focus
CR470272599352410112,3.1,PRES
CR470601078451208192,3.2.1,
CR470785521526767616,3.1,PRES
CR47089540397006848,3.1,PRES
CR471569748195278848,3.1,PRES
CR471783603206881280,3.1,PRES
CR471822910747574272,3.1,PRES
CR472065353061498880,3.3,No race of focus
CR472093665485914112,3.1,PRES
CR472167470203928576,3.1,PRES
CR472271786369613824,3.1,PRES
CR472483167480053760,3.1,PRES
CR472745126125371392,3.1,PRES
CR472801201218387968,3.3,No race of focus
CR473087349119516672,3.1,PRES
CR473167338590437376,3.1,PRES
CR473190978090434560,3.2.1,
CR473330616067162112,3.3,No race of focus
CR4737452006703104,3.1,PRES
CR473746781218275328,3.1,PRES
CR474051895694983168,3.1,PRES
CR474087080067072000,3.1,PRES
CR47428327417315328,3.1,PRES
CR474312479950766080,3.1,PRES
CR474507643264696320,3.1,PRES
CR47537041629511680,3.1,PRES
CR475513146648297472,3.1,PRES
CR475771531880824832,3.1,PRES
CR476356197188894720,3.1,PRES
CR47637921821360128,3.1,PRES
CR476479617369112576,3.1,PRES
CR476529370270269440,3.3,No race of focus
CR477163238723682304,3.1,PRES
CR477303701334130688,3.1,PRES
CR477319094496919552,3.1,PRES
CR477727288188731392,3.2.1,
CR477763846950354944,3.1,PRES
CR477962583677075456,3.1,PRES
CR478312468892876800,3.1,PRES
CR478647991738040320,3.1,PRES
CR478752548421894144,3.3,No race of focus
CR47879814379470848,3.2.1,
CR479038180926947328,3.1,PRES
CR479046014947295232,3.3,No race of focus
CR479046702142062592,3.2.1,
CR479089583095545856,3.1,PRES
CR479136037461819392,3.3,No race of focus
CR479221936807739392,3.1,PRES
CR479241315700178944,3.1,PRES
CR479842748560572416,3.1,PRES
CR480077219415195648,3.1,PRES
CR480632197909315584,3.1,PRES
CR481037367944151040,3.1,PRES
CR481258919537147904,3.2.1,
CR4812768553205760,3.1,PRES
CR48151393751531520,3.1,PRES
CR481931133458579456,3.1,PRES
CR482474154763747328,3.2.2.3,
CR482977456211361792,3.1,PRES
CR483032706670657536,3.1,PRES
CR483250959728771072,3.1,PRES
CR483568718589198336,3.1,PRES
CR483676195850813440,3.3,No race of focus
CR483733920211271680,3.1,PRES
CR483884278426370048,3.1,PRES
CR484113251722854400,3.2.1,
CR484496706403041280,3.1,PRES
CR485149266554126336,3.1,PRES
CR485747400879636480,3.1,PRES
CR486083576559828992,3.2.1,
CR486802932042301440,3.1,PRES
CR487199580862021632,3.1,PRES
CR487416184652693504,3.1,PRES
CR487598978460811264,3.1,PRES
CR487905742204960768,3.1,PRES
CR488437905832804352,3.3,No race of focus
CR489010476512968704,3.2.1,
CR489425817030361088,3.1,PRES
CR489871668995424256,3.1,PRES
CR490436543094194176,3.1,PRES
CR490528627193020416,3.2.2.3,
CR49053817920028672,3.1,PRES
CR490727226480787456,3.1,PRES
CR49076083030491136,3.2.1,
CR490763063687905280,3.3,No race of focus
CR490769695117410304,3.1,PRES
CR49083779611885568,3.1,PRES
CR490936820884832256,3.2.1,
CR490999493047615488,3.2.1,
CR491063264722026496,3.1,PRES
CR49118414228160512,3.2.1,
CR491280968024326144,3.2.1,
CR491383222605709312,3.1,PRES
CR491412084785938432,3.1,PRES
CR491639683692888064,3.3,No race of focus
CR491821103111471104,3.1,PRES
CR492077839076556800,3.1,PRES
CR492328802605596672,3.1,PRES
CR492406867931168768,3.1,PRES
CR492539633960222720,3.1,PRES
CR493016272250863616,3.2.1,
CR493136393896198144,3.3,No race of focus
CR493353547442683904,3.3,No race of focus
CR49341340210692096,3.1,PRES
CR493544862465916928,3.1,PRES
CR493858635596693504,3.1,PRES
CR493945359576334336,3.1,PRES
CR49426002606030848,3.1,PRES
CR49427239556612096,3.3,No race of focus
CR494650696285552640,3.1,PRES
CR495268072064548864,3.1,PRES
CR496603428936482816,3.1,PRES
CR497193316924784640,3.2.1,
CR497430261680570368,3.1,PRES
CR497549283814277120,3.1,PRES
CR498229881511870464,3.1,PRES
CR498237852971171840,3.1,PRES
CR49827874105982976,3.1,PRES
CR498500086494396416,3.1,PRES
CR499162267372224512,3.1,PRES
CR499178760046641152,3.2.1,
CR499241844526284800,3.1,PRES
CR499342999596040192,3.1,PRES
CR499418178703589376,3.1,PRES
CR499610318360543232,3.3,No race of focus
CR500069364465139712,3.2.1,
CR500187836843032576,3.1,PRES
CR500210101953495040,3.2.1,
CR500506145459273728,3.1,PRES
CR500911865249923072,3.1,PRES
CR500988556185960448,3.1,PRES
CR501108677831294976,3.2.2.3,
CR501196363883610112,3.1,PRES
CR501326106255687680,3.2.2.3,
CR501436057418465280,3.1,AZS1
CR501634381828325376,3.3,No race of focus
CR501667229738205184,3.1,PRES
CR501730176778895360,3.2.1,
CR502451456406716416,3.1,PRES
CR502735955040403456,3.2.1,
CR503728539162378240,3.2.2.3,
CR503806604487950336,3.2.2.3,
CR504153500406513664,3.3,No race of focus
CR504537779720421376,3.2.1,
CR504819254697132032,3.2.2.3,
CR505049327505244160,3.1,PRES
CR505399109641830400,3.1,PRES
CR505458345830776832,3.1,PRES
CR505591111859830784,3.3,No race of focus
CR505629594766802944,3.2.1,
CR506259889807425536,3.1,PRES
CR506275008092307456,3.3,No race of focus
CR50628593448910848,3.1,PRES
CR506578748179480576,3.1,PRES
CR506738177365508096,3.1,PRES
CR50692914879135744,3.1,PRES
CR507355553144504320,3.2.1,
CR507582602295640064,3.1,PRES
CR50763833379127296,3.1,PRES
CR507952038202572800,3.1,PRES
CR508315701673459712,3.3,No race of focus
CR508617517615284224,3.3,No race of focus
CR508657100033884160,3.1,PRES
CR508796188254797824,3.1,PRES
CR508928404528037888,3.1,PRES
CR509074639574532096,3.1,PRES
CR509360787475660800,3.3,No race of focus
CR509371232836124672,3.1,PRES
CR509913566946525184,3.1,PRES
CR509990670199422976,3.1,PRES
CR510128796347662336,3.2.2.3,
CR510659585585971200,3.1,PRES
CR510976244934770688,3.1,PRES
CR511044689533599744,3.3,No race of focus
CR51194841937215488,3.1,PRES
CR512033425364877312,3.1,PRES
CR512247555254386688,3.1,PRES
CR51236348501164032,3.1,PRES
CR512506765120634880,3.1,PRES
CR512872077858963456,3.3,No race of focus
CR51335579425570816,3.2.1,
CR513411388312387584,3.1,PRES
CR513615622597246976,3.1,PRES
CR513720900835606528,3.2.1,
CR513760483254206464,3.1,PRES
CR513931732190232576,3.1,PRES
CR514483961905283072,3.2.1,
CR514848175131983872,3.1,PRES
CR515166208870318080,3.3,No race of focus
CR515402328992382976,3.1,PRES
CR515732732236529664,3.1,PRES
CR515900407759765504,3.1,PRES
CR516332240951574528,3.1,PRES
CR516370036663779328,3.1,AZS1
CR516423500416679936,3.1,PRES
CR516436419678306304,3.1,PRES
CR516886807128834048,3.1,PRES
CR517168694422405120,3.1,PRES
CR517178040271241216,3.1,PRES
CR517223944881700864,3.1,PRES
CR517252532184023040,3.1,PRES
CR5175057634557952,3.1,PRES
CR517518888875851776,3.1,PRES
CR517604101027004416,3.1,PRES
CR517995114849632256,3.1,PRES
CR518433682550161408,3.1,PRES
CR519032641509392384,3.1,PRES
CR519770688689537024,3.1,PRES
CR520530451224330240,3.1,PRES
CR520722316003377152,3.1,PRES
CR521037326084734976,3.1,PRES
CR521515613642817536,3.1,PRES
CR52181378745237504,3.1,PRES
CR521885564945825792,3.1,PRES
CR521961740485787648,3.1,PRES
CR522516718979907584,3.1,PRES
CR522550254084554752,3.1,PRES
CR523189894974013440,3.1,PRES
CR52347954756845568,3.1,PRES
CR523870904988467200,3.1,PRES
CR523983742369267712,3.2.1,
CR524025523811123200,3.1,PRES
CR524035831732633600,3.1,PRES
CR524346306328526848,3.1,PRES
CR524453508712235008,3.3,No race of focus
CR524697050537787392,3.1,PRES
CR524917227741249536,3.2.1,
CR525168328709242880,3.1,PRES
CR525174788340056064,3.1,PRES
CR525315525828411392,3.1,PRES
CR525691283927203840,3.1,PRES
CR525929190755663872,3.1,PRES
CR525958740130660352,3.1,PRES
CR525999971816701952,3.1,PRES
CR526000521572515840,3.1,PRES
CR526321304089919488,3.1,PRES
CR526670124153831424,3.3,No race of focus
CR526791207871840256,3.1,PRES
CR526807563107303424,3.1,PRES
CR527140165374705664,3.1,PRES
CR527210534118883328,3.1,PRES
CR527312238944452608,3.1,PRES
CR527385631345606656,3.1,PRES
CR527801899575934976,3.1,PRES
CR527848800618807296,3.1,PRES
CR52813323053301760,3.2.1,
CR52838886698647552,3.1,PRES
CR528568430979186688,3.1,PRES
CR528673984095453184,3.1,PRES
CR528693225548939264,3.2.1,
CR528808674269855744,3.2.1,
CR529015107577970688,3.1,PRES
CR529026377572155392,3.3,No race of focus
CR529131380932608000,3.1,PRES
CR529518409025585152,3.1,PRES
CR529763050362765312,3.1,PRES
CR530065416060403712,3.1,PRES
CR53026903186997248,3.1,PRES
CR530446396839428096,3.1,PRES
CR530522812897558528,3.1,PRES
CR531713034234626048,3.1,PRES
CR531931287292739584,3.2.2.3,
CR532051958693888000,3.2.2.3,
CR532207264711311360,3.1,PRES
CR532831512437981184,3.1,PRES
CR53297932803244032,3.1,PRES
CR533422225060003840,3.1,PRES
CR533546607312896000,3.3,No race of focus
CR533783689507635200,3.1,PRES
CR534885675036573696,3.1,PRES
CR535051701292367872,3.1,PRES
CR535111074920267776,3.1,PRES
CR535183092931887104,3.1,PRES
CR535587713210908672,3.1,PRES
CR535623172460904448,3.2.1,
CR536206738257346560,3.2.2.3,
CR536804597704949760,3.1,PRES
CR536950282995630080,3.2.2.3,
CR537001960042135552,3.1,PRES
CR53724818192728064,3.1,PRES
CR537857105210638336,3.1,PRES
CR538101746547818496,3.1,PRES
CR538751008164020224,3.1,PRES
CR538843642018660352,3.2.1,
CR538878001757028352,3.1,PRES
CR538952493669810176,3.1,PRES
CR540265860309188608,3.1,PRES
CR54042577053155328,3.1,PRES
CR540532491878924288,3.1,PRES
CR540971197018406912,3.2.2.3,
CR541078124524208128,3.3,No race of focus
CR541242776390467584,3.1,PRES
CR541375542419521536,3.1,PRES
CR541423920931143680,3.1,PRES
CR541557236716011520,3.1,PRES
CR541664988855533568,3.2.1,
CR541721338826457088,3.1,PRES
CR54208603308949504,3.3,No race of focus
CR542344761919406080,3.1,PRES
CR542392865553121280,3.2.2.3,
CR542429149436837888,3.1,PRES
CR542585280087982080,3.3,No race of focus
CR542931626250731520,3.1,PRES
CR542939872587939840,3.1,PRES
CR543048449361182720,3.1,PRES
CR543208153425117184,3.2.2.3,
CR543555324221587456,3.1,PRES
CR543594906640187392,3.1,PRES
CR544098482965708800,3.1,PRES
CR544512998849380352,3.1,PRES
CR544967097151651840,3.2.1,
CR545049113847136256,3.3,No race of focus
CR545375840599277568,3.1,PRES
CR545388210105090048,3.1,PRES
CR545845606942244864,3.1,PRES
CR545883540093403136,3.1,PRES
CR546229336500338688,3.1,PRES
CR54654180396105728,3.1,PRES
CR546688382604935168,3.1,PRES
CR547145779442089984,3.1,PRES
CR547268512427540480,3.1,PRES
CR547558371180412928,3.1,PRES
CR547707080128069632,3.1,PRES
CR548114998941974528,3.1,PRES
CR548133690639646720,3.1,PRES
CR54846320053059584,3.2.2.3,
CR548535149822738432,3.1,PRES
CR548537211407040512,3.1,PRES
CR548661456220979200,3.1,PRES
CR548829131744215040,3.1,PRES
CR548941281930248192,3.1,PRES
CR548959423872106496,3.1,PRES
CR549100161360461824,3.1,PRES
CR549246121529049088,3.1,PRES
CR549325561244155904,3.1,PRES
CR549503132372041728,3.3,No race of focus
CR54970839744905216,3.1,PRES
CR549714238604574720,3.1,PRES
CR549888511197577216,3.1,PRES
CR55009322651877376,3.1,PRES
CR550188815310913536,3.3,No race of focus
CR55024990692573184,3.1,PRES
CR550315396587061248,3.3,No race of focus
CR550372021435891712,3.1,PRES
CR55055502140243968,3.1,PRES
CR550737609052127232,3.3,No race of focus
CR550753551970729984,3.1,PRES
CR550929748709081088,3.1,PRES
CR551311004366012416,3.3,No race of focus
CR551720022691545088,3.2.1,
CR551825300929904640,3.1,PRES
CR551835883729321984,3.1,PRES
CR552210404877533184,3.2.2.3,
CR552246139005435904,3.3,No race of focus
CR552301114586824704,3.1,PRES
CR552416288429834240,3.1,PRES
CR552718379249565696,3.2.2.3,
CR552809088958857216,3.3,No race of focus
CR55303991768121344,3.3,No race of focus
CR553105132464635904,3.1,PRES
CR553195842173927424,3.1,PRES
CR553464123011104768,3.2.1,
CR553735839822118912,3.1,PRES
CR553744498476187648,3.1,PRES
CR553909150342447104,3.1,PRES
CR55474553509380096,3.1,PRES
CR555151873359740928,3.3,No race of focus
CR555464134662029312,3.3,No race of focus
CR555659985170726912,3.1,PRES
CR555738737691066368,3.2.1,
CR555855560801517568,3.1,PRES
CR555888992826949632,3.3,No race of focus
CR556152566379970560,3.1,PRES
CR556293991063093248,3.2.1,
CR556365459318898688,3.1,PRES
CR556416449170636800,3.1,PRES
CR556627555403169792,3.1,PRES
CR556785472760709120,3.3,No race of focus
CR556890201243254784,3.1,PRES
CR557032587999051776,3.1,PRES
CR557045369821724672,3.1,PRES
CR557242044964143104,3.1,PRES
CR557422914626912256,3.1,PRES
CR557889107557089280,3.2.1,
CR557890756824530944,3.1,PRES
CR558077398923345920,3.2.1,
CR558186525452402688,3.1,PRES
CR559389940929003520,3.1,PRES
CR559820124853370880,3.3,No race of focus
CR56040664558731264,3.1,PRES
CR560594181039325184,3.2.1,
CR56079147465703424,3.1,PRES
CR560869058946269184,3.1,PRES
CR56096189895933952,3.1,PRES
CR561197538045067264,3.1,PRES
CR56130549634301952,3.2.2.3,
CR561508974713634816,3.1,PRES
CR561889680614752256,3.3,No race of focus
CR562519700777467904,3.1,PRES
CR562636249010012160,3.1,PRES
CR562751697730928640,3.1,PRES
CR563044992457637888,3.1,PRES
CR563314647684349952,3.2.1,
CR563421678269366272,3.1,PRES
CR563878697149399040,3.1,PRES
CR563893540556374016,3.1,PRES
CR563893815434280960,3.1,PRES
CR564199479666802688,3.2.2.3,
CR564385022253989888,3.2.1,
CR564440547591192576,3.1,PRES
CR564454841242353664,3.1,PRES
CR564520811940020224,3.1,PRES
CR564597227998150656,3.3,No race of focus
CR56464526291238912,3.1,PRES
CR564860698471956480,3.1,PRES
CR56491739204026368,3.1,PRES
CR565334450544574464,3.1,PRES
